;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
273;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Arden, Rosalind, and Robert Plomin. 2006. “Sex Differences in Variance of Intelligence Across Childhood.” Personality and Individual Differences 41:39–48.;;;;;;;
500;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Berger, J., Rosenholtz, S. J., & Zelditch, M., Jr. (1980). Status organizing processes. In A. Inkeles & R. H. Turner (Eds.), Annual Review of Sociology, 6, 479-508.;;;;;;;
480;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Kostakopoulou, T. (2005) ‘Ideas, Norms and European Citizenship: Explaining Institutional Change’, Modern Law Review 68(2): 233–267.;;;;;;;
662;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Ruddick, S. (1989). Maternal thinking: Towards a politics of peace. Boston, MA: Beacon Press.;;;;;;;
957;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Dosh, Paul 2009 “Tactical innovation, democratic governance, and mixed motives: popular movement resilience in Peru and Ecuador.” Latin American Politics and Society 51 (Spring): 87–118. n.d. Demanding the Land: Urban Popular Movements in Peru and Ecuador, 1990–2005. University Park: Pennsylvania State University Press. In press.;;;;;;;
168;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200829335-1093#S#bjc#S#azn028.txt;Soothill , K. , Francis , B. and Ackerley , E. ( 2007 ), ‘ Do Dogs that Bark also Bite? Threats to Kill A Criminal Profi le of Persons Convicted 1963 – 2001 ’ , paper presented at the American Society of Criminology conference in Atlanta, November 2007 .;;;;;;;
1169;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;———. 1995. From the dark ages to the golden age: Women’s memories and television reruns. Screen 36 (1): 16-33;;;;;;;
970;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Molyneux, Maxine and Sian Lazar 2003 Doing the Rights Thing: Rights-Based Development and Latin American NGOs. London: Intermediate Technology.;;;;;;;
160;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200829335-1093#S#bjc#S#azn028.txt;Francis , B. and Soothill , K. ( 2000 ), ‘ Does Sex Offending Lead to Homicide? ’ , Journal of Forensic Psychiatry , 11 : 49 – 61 .;;;;;;;
917;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Bresnahan, T., Gambardella, A., & Saxenian, A. (2001). ‘Old economy’ inputs for ‘new economy’ outcomes: Cluster formation in the new Silicon Valleys. Industrial and Corporate Change, 10(4), 835-860.;;;;;;;
547;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Lenney, E. (1977).Women’s self-confidence in achievement settings. Psychological Bulletin, 84, 1-13.;;;;;;;
1086;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Withrow TJ, Huston LJ, Wojtys EM, Ashton-Miller JA. The effect of an impulsive knee valgus moment on in vitro relative ACL strain during a simulated jump landing. Clin Biomech. 2006;21(9):977-983.";;;;;;;
388;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Knack, Steve, and Philip Keefer. 1995. “Institutions and Economic Performance: Cross-Country Tests Using Alternative Institutional Measures.” Economics and Politics 7, no. 3: 207–27.;;;;;;;
1177;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Baim, D. (1994). The sports stadium as a municipal investment. Westport, CT: Greenwood.;;;;;;;
1172;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Taylor, Ella. 1989. Prime-time families. Berkeley: University of California Press.;;;;;;;
1156;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Heide, Margaret. 1995. Television culture and women’s lives: Thirtysomething and the contradictions of gender. Philadelphia: University of Pennsylvania Press.;;;;;;;
1212;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Molotch, H. (1976). The city as a growth machine: Toward a political economy of place. The American Journal of Sociology, 82(2), 309–332.;;;;;;;
1039;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Sharkey, B.J. (1990) Physiology of Fitness, 3rd edn. Champaign, IL: Human Kinetics.;;;;;;;
434;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pei-15070572-1177#S#0363546510393943.txt;"Reid DC. Prevention of hip and knee injuries in ballet dancers. Sports Med. 1988;6(5):295-307.";;;;;;;
1048;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Beynnon BD, Ettlinger CF, Johnson RJ. Epidemiology and mechanisms of ACL injury in alpine skiing. In: Hewett TE, Shultz SJ, Griffin LY, eds. Understanding and Preventing Noncontact ACL Injuries. Champaign: Human Kinetics; 2007:183-188.";;;;;;;
425;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pei-15070572-1177#S#0363546510393943.txt;"Golomer E, Dupui P, Sereni P, Monod H. The contribution of vision in dynamic spontaneous sways of male classical dancers according to student or professional level. J Physiol Paris. 1999;93(3):233-237.";;;;;;;
92;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Davalos, D. B., Chavez, E. L., & Guardiola, R. J. (1999). The effects of extracurricular activity, ethnic identification, and perception of school on student dropout rates. Hispanic Journal of Behavioral Sciences, 21, 66-77.;;;;;;;
514;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Driskell, J. E., Olmstead, B.,&Salas, E. (1993). Task cues, dominance cues and influence in small groups. Journal of Applied Psychology, 78, 51-60.;;;;;;;
555;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Maccoby, E. E., & Jacklin, C. N. (1974). The psychology of sex differences. Stanford, CA: Stanford University Press.;;;;;;;
1136;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200908177-1111#S#j#P#1528-3585#P#2008#P#00359#P#x.txt;Foner, Philip S, Ed. (1970) Address to the Nations of the World, W.E.B. Dubois Speaks. pp. 124–127, New York: Pathfinder Press.;;;;;;;
458;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt;Ward, Margaret, 1989. Unmanageable Revolutionaries: Women and Irish Nationalism. London: Pluto.;;;;;;;
1176;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;?Baade, R. A. (2003). Evaluating subsidies for professional sports in the United States and Europe: A public sector primer. Oxford Review of Economic Policy, 19(4), 585–597.;;;;;;;
432;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pei-15070572-1177#S#0363546510393943.txt;"Norkin C, White D, eds. Measurement of Joint Motion: A Guide to Goniometer. 4th ed. Philadelphia, PA: FA Davis Co; 2009.";;;;;;;
1036;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Mutrie, N. (1995) ‘Sport and Exercise Psychology’, pp. 88–91 in G. McLatchie, M. Harries, C. Williams and J.B. King (eds) ABC of Sports Medicine. London: BMJ Publishing Group.;;;;;;;
1330;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Hoffmann-Riem, Christa (1980). Die Sozialforschung einer interpretativen Soziologie. Der Datengewinn. Kölner Zeitschrift für Soziologie und Sozialpsychologie, 32, 339-372.;;;;;;;
155;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Interviews: Relationships between Interviewed Men and a Woman Interviewer’, Young 12(1): 31–49.;;;;;;;
1007;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Fuchs CS, Giovannucci EL, Colditz GeAt, al. A prospective study of family history and the risk of colorectal cancer. New Engl J Med 1994; 331: 1669-74.";;;;;;;
32;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Schewe, P., & O’Donohue, W. (1993). Rape prevention: Methodological problems and new directions. Clinical Psychology Review, 13, 667-682.;;;;;;;
1183;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Chapin, T. S. (2004). Sports facilities as urban redevelopment catalysts: Baltimore’s Camden Yards and Cleveland’s Gateway. Journal of the American Planning Association, 70(2), 193–209.;;;;;;;
136;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Kelly, B. (1992) Children Inside: Rhetoric and Practice in a Locked Institution for Children. London & New York: Routledge.;;;;;;;
887;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Matthews, P. H. (1993) Grammatical Theory in the United States from Bloomfield to Chomsky. Cambridge: Cambridge University Press.;;;;;;;
1039;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Sharkey, B.J. (1990) Physiology of Fitness, 3rd edn. Champaign, IL: Human Kinetics.;;;;;;;
1250;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Klüwer, R. (1983). Agieren und Mitagieren. Psyche, 37, 828 –840.;;;;;;;
617;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;McCormick, K. (1994). The culture of reading and the teaching of English. Manchester, UK: Manchester University Press.;;;;;;;
1127;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-13758577-1054#S#bjoc#P#2001#P#2003.txt;Pereira MA, Fitzgerald SJ, Gregg EW, Joswiak ML, Ryan WJ, Suminski RR, Utter AC and Zumda JM (1997) Historical leisure activity questionnaire. Med Sci Sports Exerc 29 (Suppl): S43–S45;;;;;;;
326;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Lather, P. (1991). Getting smart: Feminist research and pedagogy with/in the postmodern. New York: Routledge.;;;;;;;
833;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Draper, J. B. and Hicks, J. H. (2002) Foreign Language Enrollments in Public Secondary Schools. Alexandria, VA: American Council on the Teaching of Foreign Languages.;;;;;;;
584;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Smith-Lovin, L., & Robinson, D. T. (1991). Gender and conversational dynamics. In C. L. Ridgeway (Ed.), Gender, interaction, and inequality (pp. 208-231).NewYork: Springer-Verlag.;;;;;;;
492;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Wiener, A. (1998) Building Institutions: The Developing Practice of European Citizenship, Oxford: Westview.;;;;;;;
554;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Maccoby, E. (1990). Gender and relationships: A developmental account. American Psychologist, 45, 513-520.;;;;;;;
34;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Tjaden, P., & Thoennes, N. (1998). Prevalence, incidence, and consequences of violence against women: Findings from the National Violence Against Women Survey. Washington, DC: U.S. Department of Justice, National Institute of Justice.;;;;;;;
515;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Dubno, P. (1985). Attitudes towardwomen executives:Alongitudinal approach. Academy of Management Journal, 28(1), 235-239.;;;;;;;
515;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Dubno, P. (1985). Attitudes towardwomen executives:Alongitudinal approach. Academy of Management Journal, 28(1), 235-239.;;;;;;;
667;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Tardy, R. (2000). But I am a good mom:The social construction of motherhood through healthcare conversations. Journal of Contemporary Ethnography, 28, 433–473.;;;;;;;
1343;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Knorr-Cetina, Karin (1981/1991). Die Fabrikation von Erkenntnis. Zur Anthropologie der Naturwissenschaft. Frankfurt/M.: Suhrkamp.;;;;;;;
371;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Dreher, Axel, and Nathan M. Jensen. 2007. “Independent Actor or Agent? An Empirical Analysis of the Impact of U.S. Interests on International Monetary Fund Conditions.” Journal of Law and Economics 50, no. 1: 105–24.;;;;;;;
373;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Dreher, Axel, Jan-Egbert Sturm, and James R aymond Vreeland. 2009. “Development Aid and International Politics: Does Membership on the UN Security Council Influence World Bank Decisions? ” Journal of Development Economics 88, no. 1: 1–18.;;;;;;;
640;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Ganong, L., & Coleman, M. (2004). Stepfamily relationships: Development, dynamics, and interventions. New York: Kluwer/Plenum.;;;;;;;
856;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Harris, R. A. (1993b) ‘Generative Semantics: Secret Handshakes, Anarchy Notes, and the Implosion of Ethos’, Rhetoric Review 12: 125–59.;;;;;;;
298;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Selb, Peter. 2008. “Supersized Votes: Ballot Length, Uncertainty, and Choice in Direct Legislation Elections.” Public Choice 135:319–36.;;;;;;;
99;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Ginsburg, K. R., Alexander, P. M., Hunt, J., Sullivan, M., Zhao, H., & Cnaan, A. (2002). Enhancing the likelihood for a positive future: The perspective of inner-city youth. Pediatrics, 109, 1136-1143.;;;;;;;
1041;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Theberge, N. (1987) ‘Sport and Women’s Empowerment’, Women’s Studies International Forum 10: 387–93.;;;;;;;
873;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Joos, M. (1970) ‘Linguistic Prospects in the United States’, in C. Mohrmann et al. (eds) Trends in European and American Linguistics, 1930–1960, Edited on the Occasion of the Ninth International Congress of Linguists, Cambridge MA, 1962. Utrecht: Spectrum, pp. 11–20.;;;;;;;
1030;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Hall, M.A. (1996) Feminism and Sporting Bodies. Champaign, IL: Human Kinetics.;;;;;;;
520;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Eagly, A. H.,&Stefan,V. J. (1984). Gender stereotypes stem from the distribution ofwomen and men into social roles. Journal of Personality and Social Psychology, 46, 735-754.;;;;;;;
26;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;O’Sullivan, C. (1991). Acquaintance gang rape on campus. In A. Parrot & L. Bechhofer (Eds.), Acquaintance rape: The hidden crime (pp. 140-156). New York: John Wiley.;;;;;;;
1241;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Cohn, R.C. (1991). Von der Psychoanalyse zur themenzentrierten Interaktion. Von der Behandlung einzelner zu einer Pädagogik für alle (10. Aufl.). Stuttgart: Klett-Cotta.;;;;;;;
1359;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Merton, Robert K. (1963/1985). Die Ambivalenz des Wissenschaftlers. In ders., Entwicklung und Wandel von Forschungsinteressen. Aufsätze zur Wissenschaftssoziologie (S. 117-146). Frankfurt/M.: Suhrkamp.;;;;;;;
1011;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Weinrich SP, Weinrich MC, Atwood J, et al. Predictors of faecal blood screening among older socioeconomically disadvantaged Americans: a replication study. Patient Educ Couns 1998; 34: 103-14.";;;;;;;
724;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Waddington, D. and King, M. (2005) ‘The Disorderly Crowd: From Classical Psychological Reductionism to Socio-Contextual Theory – The Impact on Public Order Policing Strategies’, The Howard Journal 44(5): 490–503.;;;;;;;
59;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Haltiwanger, J. C., Lane, J. I., Spletzer, J. R., & Troske, K. R. (1999). The creation and analysis of employer-employee matched data. Amsterdam: Elsevier Science.;;;;;;;
534;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Hutt, C. (1972). Males and females. Harmondsworth, Middlesex, England: Penguin.;;;;;;;
514;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Driskell, J. E., Olmstead, B.,&Salas, E. (1993). Task cues, dominance cues and influence in small groups. Journal of Applied Psychology, 78, 51-60.;;;;;;;
1205;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Johnson, B. K., & Whitehead, J. C. (2000). Value of public goods from sports stadiums: The CVM approach. Contemporary Economic Policy, 18(1), 48–58.;;;;;;;
644;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Hays, S. (1996). The cultural contradictions of motherhood. New Haven, CT:Yale University.;;;;;;;
852;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Hall, R. (1987) Linguistics and Pseudo-Linguistics: Selected Essays, 1965–1985. Amsterdam: John Benjamins.;;;;;;;
333;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;McDonald, J. A. (2004). The Tsimshian protocols: Locating and empowering community-based research. Canadian Journal of Native Education, 28, 80-91.;;;;;;;
1073;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Markolf KL, Burchfield DM, Shapiro MM, Shepard MF, Finerman GA, Slauterbeck JL. Combined knee loading states that generate high anterior cruciate ligament forces. J Orthop Res. 1995;13(6):930-935.";;;;;;;
6;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Douglas, K. A., Collins, J. L.,Warren, C., Kann, L., Gold, R., Clayton, S., et al. (1997). Results from the 1995 National College Health Risk Behavior Survey. Journal of American College Health, 46, 55-66.;;;;;;;
442;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt;Bilgin, Pinar, 2003. ‘Individual and Societal Dimensions of Security’, International Studies Review 5: 203–222.;;;;;;;
1161;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Lotz, Amanda. 2006. Redesigning women: Television after the network era. Urbana: University of Illinois Press.;;;;;;;
968;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Mamani Ramírez, Pablo 2005 Microgobiernos barriales: Levantamiento de la ciudad de El Alto (octubre 2003). El Alto: CADES.;;;;;;;
897;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Nichols, A. (1965) English Syntax: Advanced Composition for Non-Native Speakers. New York: Holt, Rinehart & Winston.;;;;;;;
323;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Kamler, B. (2001). Relocating the personal: A critical writing pedagogy. Albany: State University of New York Press.;;;;;;;
992;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Advisory Committee on Cancer Prevention. Position Paper. Recommendations on cancer screening in the European Union. Eur J Cancer 2000; 36: 1473-8.";;;;;;;
615;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Jensen, R. (2004). Citizens of the empire: The struggle to claim our humanity. San Francisco: City Lights Books.;;;;;;;
153;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Silverman, D. (1993) Interpreting Qualitative Data: Methods for Analysing Talk. London: Sage Publications.;;;;;;;
875;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Koerner, E. F. K. (2002) ‘The Chomskyan Revolution and its Historiography’, in E. F. K. Koerner (ed.) Toward a History of American Linguistics. London: Routledge, pp. 151–99.;;;;;;;
1034;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Markula, P. (1995) ‘Firm but Shapely, Fit but Sexy, Strong but Thin: Postmodern Aerobicizing Female Bodies’, Sociology of Sport Journal 12: 424–53.;;;;;;;
