ref_id,ref_text1,duplication,ref_text,article-title,editor,empty,given-names,issue,other,page,publisher,source,surname,url,volume,year
two_43,"Harris, R. A. (1993b) ‘Generative Semantics: Secret Handshakes, Anarchy Notes, and the Implosion of Ethos’, Rhetoric Review 12: 125–59.",,"Harris, R. A. (1993b) ‘Generative Semantics: Secret Handshakes, Anarchy Notes, and the Implosion of Ethos’, Rhetoric Review 12: 125–59.","['‘Generative Semantics: Secret Handshakes, Anarchy Notes, and the Implosion of Ethos’,']",,,['R. A.'],,,['125–59.'],,['Rhetoric Review'],"['Harris,']",,['12:'],['(1993b)']
two_44,"Larson, R. W. (2000). Toward a psychology of positive youth development. American Psychologist, 55, 170-183.",['csa-assia-151359'],"Larson, R. W. (2000). Toward a psychology of positive youth development. American Psychologist, 55, 170-183.",['Toward a psychology of positive youth development.'],,,['R. W.'],,,['170-183.'],,"['American Psychologist,']","['Larson,']",,"['55,']",['(2000).']
two_45,"Bock, Marlene (1992). Das halbstrukturierte-leitfadenorientierte Tiefeninterview. Theorie und Praxis der Methode am Beispiel von Paarinterviews. In Jürgen H.P. Hoffmeyer-Zlotnik (Hg.), Analyse verbaler Daten (S. 90-109). Opladen: Westdeutscher Verlag.","['gesis-solis-00160651', 'gesis-ssoar-2566']","Bock, Marlene (1992). Das halbstrukturierte-leitfadenorientierte Tiefeninterview. Theorie und Praxis der Methode am Beispiel von Paarinterviews. In Jürgen H.P. Hoffmeyer-Zlotnik (Hg.), Analyse verbaler Daten (S. 90-109). Opladen: Westdeutscher Verlag.",['Das halbstrukturierte-leitfadenorientierte Tiefeninterview. Theorie und Praxis der Methode am Beispiel von Paarinterviews.'],['Jürgen H.P. Hoffmeyer-Zlotnik'],"['In', '(Hg.),', '(S.']",['Marlene'],,['Opladen:'],['90-109).'],['Westdeutscher Verlag.'],['Analyse verbaler Daten'],"['Bock,']",,,['(1992).']
two_46,"Coates, D., & Humphreys, B. (2003). The effect of professional sports on earnings and employment in the services and retail sectors in US cities. Regional Science and Urban Economics, 33, 175–198.",,"Coates, D., & Humphreys, B. (2003). The effect of professional sports on earnings and employment in the services and retail sectors in US cities. Regional Science and Urban Economics, 33, 175–198.",['The effect of professional sports on earnings and employment in the services and retail sectors in US cities.'],,,"['D.,', 'B.']",,,['175–198.'],,"['Regional Science and Urban Economics,']","['Coates,', 'Humphreys,']",,"['33,']",['(2003).']
two_47,"Fleck, Christian (1992). Vom ""Neuanfang"" zur Disziplin? Überlegungen zur deutschsprachigen qualitativen Sozialforschung anläßlich einiger neuer Lehrbücher. Kölner Zeitschrift für Soziologie und Sozialpsychologie, 44/4, 747-765.","['gesis-solis-00157798', 'iab-litdok-I930817D02', 'csa-sa-93Z6784']","Fleck, Christian (1992). Vom ""Neuanfang"" zur Disziplin? Überlegungen zur deutschsprachigen qualitativen Sozialforschung anläßlich einiger neuer Lehrbücher. Kölner Zeitschrift für Soziologie und Sozialpsychologie, 44/4, 747-765.","['Vom """"Neuanfang"""" zur Disziplin? Überlegungen zur deutschsprachigen qualitativen Sozialforschung anläßlich einiger neuer Lehrbücher.']",,,['Christian'],,,['747-765.'],,"['Kölner Zeitschrift für Soziologie und Sozialpsychologie,']","['Fleck,']",,"['44/4,']",['(1992).']
two_48,"Cahill, A.J. (2001) Rethinking Rape. Ithaca, NY & Lontoo: Cornell University Press.",,"Cahill, A.J. (2001) Rethinking Rape. Ithaca, NY & Lontoo: Cornell University Press.",['Rethinking Rape.'],,,['A.J.'],,['Lontoo:'],,['Cornell University Press.'],"['Ithaca, NY ']","['Cahill,']",,,['(2001)']
two_49,"Popper, Karl R. (1969/1972). Die Logik der Sozialwissenschaften. In Theodor W. Adorno, Ralf Dahrendorf, Harald Pilot, Hans Albert, Jürgen Habermas & Karl R. Popper (Hg.) Der Positivismusstreit in der deutschen Soziologie (S.103-123). Neuwied/Berlin: Luchterhand. Popper, Karl R. (1973). Objektive Erkenntnis. Ein evolutionärer Entwurf. Hamburg: Hoffmann & Campe.",,"Popper, Karl R. (1969/1972). Die Logik der Sozialwissenschaften. In Theodor W. Adorno, Ralf Dahrendorf, Harald Pilot, Hans Albert, Jürgen Habermas & Karl R. Popper (Hg.) Der Positivismusstreit in der deutschen Soziologie (S.103-123). Neuwied/Berlin: Luchterhand. Popper, Karl R. (1973). Objektive Erkenntnis. Ein evolutionärer Entwurf. Hamburg: Hoffmann & Campe.",['Die Logik der Sozialwissenschaften.'],"['Karl R. Popper', 'Luchterhand. Popper, Karl R.']","['In', '(Hg.)', '(S.103-123). Neuwied/Berlin:']","['Karl R.', 'W.', 'Ralf', 'Harald', 'Hans', 'Jürgen Habermas']",,['Hamburg:'],,['Hoffmann  Campe.'],"['Der Positivismusstreit in der deutschen Soziologie', 'Objektive Erkenntnis. Ein evolutionärer Entwurf.']","['Popper,', 'Theodor', 'Adorno,', 'Dahrendorf,', 'Pilot,', 'Albert,']",,,"['(1969/1972).', '(1973).']"
two_50,"Breiter, Andreas (1995). Die Forschung über künstliche Intelligenz und ihre sanduhrförmige Entwicklungsdynamik. Kölner Zeitschrift für Soziologie und Sozialpsychologie, 47/2, 295-318.","['gesis-solis-00193121', 'csa-sa-9601558', 'gesis-bib-37144']","Breiter, Andreas (1995). Die Forschung über künstliche Intelligenz und ihre sanduhrförmige Entwicklungsdynamik. Kölner Zeitschrift für Soziologie und Sozialpsychologie, 47/2, 295-318.",['Die Forschung über künstliche Intelligenz und ihre sanduhrförmige Entwicklungsdynamik.'],,,['Andreas'],,,['295-318.'],,"['Kölner Zeitschrift für Soziologie und Sozialpsychologie,']","['Breiter,']",,"['47/2,']",['(1995).']
two_51,"Dequeker J, Mohan S, Finkelman RD, Aerssens J, Baylink DJ. Generalized osteoarthritis associated with increased insulinlike growth factor types I and II and transforming growth factor  in cortical bone from the iliac crest: possible mechanism of increased bone density and protection against osteoporosis. Arthritis Rheum 1993;36:1702–8.",,"Dequeker J, Mohan S, Finkelman RD, Aerssens J, Baylink DJ. Generalized osteoarthritis associated with increased insulinlike growth factor types I and II and transforming growth factor  in cortical bone from the iliac crest: possible mechanism of increased bone density and protection against osteoporosis. Arthritis Rheum 1993;36:1702–8.","['J, Baylink DJ. Generalized osteoarthritis associated with increased insulinlike growth factor types I and II and transforming growth factor  in cortical bone from the iliac crest: possible mechanism of increased bone density and protection against osteoporosis.']",,,"['Dequeker', 'Mohan', 'Finkelman', 'Aerssens']",,,,,['Arthritis Rheum 1993;36:1702–8.'],"['J,', 'S,', 'RD,']",,,
two_52,"Edy, J., & Meirick, P. (2007). Wanted, dead or alive: Media frames, frame adoption, and support for the war in Afghanistan. Journal of Communication, 57, 119–141.",,"Edy, J., & Meirick, P. (2007). Wanted, dead or alive: Media frames, frame adoption, and support for the war in Afghanistan. Journal of Communication, 57, 119–141.","['Wanted, dead or alive: Media frames, frame adoption, and support for the war in Afghanistan.']",,,"['J.,', 'P.']",,,['119–141.'],,"['Journal of Communication,']","['Edy,', 'Meirick,']",,"['57,']",['(2007).']
two_53,"Schewe, P. A. (2002). Guidelines for developing rape prevention and risk reduction interventions. In P. A. Schewe (Ed.), Preventing violence in relationships: Interventions across the life span (pp. 107-136). Washington, DC: American Psychological Association.",,"Schewe, P. A. (2002). Guidelines for developing rape prevention and risk reduction interventions. In P. A. Schewe (Ed.), Preventing violence in relationships: Interventions across the life span (pp. 107-136). Washington, DC: American Psychological Association.",['Guidelines for developing rape prevention and risk reduction interventions.'],['P. A. Schewe'],"['In', '(Ed.),', '(pp.']",['P. A.'],,"['Washington, DC:']",['107-136).'],['American Psychological Association.'],['Preventing violence in relationships: Interventions across the life span'],"['Schewe,']",,,['(2002).']
two_54,"Berger, J., Rosenholtz, S. J., & Zelditch, M., Jr. (1980). Status organizing processes. In A. Inkeles & R. H. Turner (Eds.), Annual Review of Sociology, 6, 479-508.",['csa-sa-82M3962'],"Berger, J., Rosenholtz, S. J., & Zelditch, M., Jr. (1980). Status organizing processes. In A. Inkeles & R. H. Turner (Eds.), Annual Review of Sociology, 6, 479-508.",['Status organizing processes.'],"['A. Inkeles', 'R. H. Turner']","['In', '(Eds.),']","['J.,', 'S. J.,', 'M., Jr.']",,,['479-508.'],,"['Annual Review of Sociology,']","['Berger,', 'Rosenholtz,', 'Zelditch,']",,"['6,']",['(1980).']
two_55,"Coates, J. (1986).Women, men, and language: A sociolinguistic account of sex differences in language. London: Longman.",,"Coates, J. (1986).Women, men, and language: A sociolinguistic account of sex differences in language. London: Longman.","['men, and language: A sociolinguistic account of sex differences in language.']",,,['J.'],,['London:'],,['Longman.'],,"['Coates,']",,,"['(1986).Women,']"
two_56,"United Nations Conference on Trade and Development. (2005). Prospects for foreign direct investment and strategies of transnational corporations 2005-2008. New York & Geneva, Switzerland: Author.",,"United Nations Conference on Trade and Development. (2005). Prospects for foreign direct investment and strategies of transnational corporations 2005-2008. New York & Geneva, Switzerland: Author.","['United Nations Conference on Trade and Development.', 'Prospects for foreign direct investment and strategies of transnational corporations 2005-2008.']",,,,,"['New York', 'Geneva, Switzerland:']",,['Author.'],,,,,['(2005).']
two_57,"Fuchs, M. & Berg, E. (1993). Phänomenologie der Differenz. Reflexionsstufen ethnographischer Repräsentation. In E. Berg & M. Fuchs (Hrsg.), Kultur, soziale Praxis, Text. Die Krise der ethnographischen Repräsentation (S. 11 –108). Frankfurt/M.: Suhrkamp.",,"Fuchs, M. & Berg, E. (1993). Phänomenologie der Differenz. Reflexionsstufen ethnographischer Repräsentation. In E. Berg & M. Fuchs (Hrsg.), Kultur, soziale Praxis, Text. Die Krise der ethnographischen Repräsentation (S. 11 –108). Frankfurt/M.: Suhrkamp.",['Phänomenologie der Differenz. Reflexionsstufen ethnographischer Repräsentation.'],['E. Berg'],['In'],"['M.', 'E.']",,,,,,"['Fuchs,', 'Berg,']",,,['(1993).']
two_58,"Zwarteveen, Margreet and Vivienne Bennett 2005 “The connection between gender and water management,” pp. 13–30 in Vivienne Bennett, Sonia Dávila-Poblete, and María Nieves Rico (eds.), Opposing Currents: The Politics of Water and Gender in Latin America. Pittsburgh: University of Pittsburgh Press.",,"Zwarteveen, Margreet and Vivienne Bennett 2005 “The connection between gender and water management,” pp. 13–30 in Vivienne Bennett, Sonia Dávila-Poblete, and María Nieves Rico (eds.), Opposing Currents: The Politics of Water and Gender in Latin America. Pittsburgh: University of Pittsburgh Press.","['and Vivienne Bennett 2005 “The connection between gender and water management,”']",['María Nieves Rico'],"['pp.', 'in', 'and', '(eds.),']","['Margreet', 'Sonia']",,['Pittsburgh:'],,['University of Pittsburgh Press.'],['Opposing Currents: The Politics of Water and Gender in Latin America.'],"['Zwarteveen,', 'Vivienne Bennett,', 'Dávila-Poblete,']",,['13–30'],
two_59,"Kirzner, I. M. (1973). Competition and entrepreneurship. Chicago: University of Chicago Press.","['wzb-bib-81147', 'ubk-opac-LY000905566', 'bszbw-wao-046496556']","Kirzner, I. M. (1973). Competition and entrepreneurship. Chicago: University of Chicago Press.",['Competition and entrepreneurship.'],,,['I. M.'],,['Chicago:'],,['University of Chicago Press.'],,"['Kirzner,']",,,['(1973).']
two_60,"Morse, M. (1988) ‘Artemis Ageing: Exercise and the Female Body on Video’, Discourse 10: 20–53.",,"Morse, M. (1988) ‘Artemis Ageing: Exercise and the Female Body on Video’, Discourse 10: 20–53.","['‘Artemis Ageing: Exercise and the Female Body on Video’,']",,,['M.'],,,['20–53.'],,['Discourse'],"['Morse,']",,['10:'],['(1988)']
two_61,"Twenge, J. M. (1997). Attitudes towardwomen, 1970-1995:A meta-analysis. Psychology of Women Quarterly, 21, 35-51.",['csa-sa-9800448'],"Twenge, J. M. (1997). Attitudes towardwomen, 1970-1995:A meta-analysis. Psychology of Women Quarterly, 21, 35-51.","['Attitudes towardwomen, 1970-1995:A meta-analysis.']",,,['J. M.'],,,['35-51.'],,"['Psychology of Women Quarterly,']","['Twenge,']",,"['21,']",['(1997).']
two_62,"?Alderfer, C. P. (1972). Existence, relatedness, and growth: Human needs in organizational settings. New York: Free Press.","['ubk-opac-LY000444262', 'wzb-bib-93491']","?Alderfer, C. P. (1972). Existence, relatedness, and growth: Human needs in organizational settings. New York: Free Press.","['Existence, relatedness, and growth: Human needs in organizational settings.']",,,['C. P.'],,['New York:'],,['Free Press.'],,"['?Alderfer,']",,,['(1972).']
two_63,"Neumayer, Eric. 2003a. “The Determinants of Aid Allocation by Regional Multilateral Development Banks and United Nations Agencies.” International Studies Quarterly 47, no. 1: 101–22.","['csa-ps-200312012', 'bszbw-wao-387781145']","Neumayer, Eric. 2003a. “The Determinants of Aid Allocation by Regional Multilateral Development Banks and United Nations Agencies.” International Studies Quarterly 47, no. 1: 101–22.",['Determinants of Aid Allocation by Regional Multilateral Development Banks and United Nations Agencies.”'],,"['“The', 'no. 1:']",['Eric.'],,,['101–22.'],,['International Studies Quarterly'],"['Neumayer,']",,"['47,']",['2003a.']
two_64,"Piliavin, J. A., & Martin, R. R. (1978). The effects of the sex composition of groups on style of social interaction. Sex Roles, 4, 218-296.","['springer-soj-197233996', 'csa-sa-80K5527']","Piliavin, J. A., & Martin, R. R. (1978). The effects of the sex composition of groups on style of social interaction. Sex Roles, 4, 218-296.",['The effects of the sex composition of groups on style of social interaction.'],,,"['J. A.,', 'R. R.']",,,['218-296.'],,"['Sex Roles,']","['Piliavin,', 'Martin,']",,"['4,']",['(1978).']
two_65,"Lam, David, and Deborah Levison. 1992. “Age, Experience, and Schooling: Decomposing Earnings Inequality in the United States and Brazil.” Sociological Inquiry 62:220–45.","['csa-sa-92Z2630', 'csa-ps-251710', 'csa-assia-9260479']","Lam, David, and Deborah Levison. 1992. “Age, Experience, and Schooling: Decomposing Earnings Inequality in the United States and Brazil.” Sociological Inquiry 62:220–45.","['Deborah Levison.', 'Schooling: Decomposing Earnings Inequality in the United States and Brazil.”']",,"['“Age,']","['and', 'and']",,,,,['Sociological Inquiry'],"['Lam, David,', 'Experience,']",,['62:220–45.'],['1992.']
two_66,"Bairner, A. (2006) ‘The Leicester School and the Study of Football Hooliganism’, Sport in Society 9(4): 583–98.","['csa-pei-8361618', 'csa-sa-200703323', 'csa-pei-7051240']","Bairner, A. (2006) ‘The Leicester School and the Study of Football Hooliganism’, Sport in Society 9(4): 583–98.","['‘The Leicester School and the Study of Football Hooliganism’,']",,,['A.'],,,['583–98.'],,['Sport in Society'],"['Bairner,']",,['9(4):'],['(2006)']
two_67,"Stempel, G. H., & Hargrove, T. (2004). Despite gains, Internet not major player as news source. Newspaper Research Journal, 25(2), 113–115.",,"Stempel, G. H., & Hargrove, T. (2004). Despite gains, Internet not major player as news source. Newspaper Research Journal, 25(2), 113–115.","['Despite gains, Internet not major player as news source.']",,,"['G. H.,', 'T.']",,,['113–115.'],,"['Newspaper Research Journal,']","['Stempel,', 'Hargrove,']",,"['25(2),']",['(2004).']
two_68,"Bonß, Wolfgang & Hartmann, Heinz (Hg.). (1985). Entzauberte Wissenschaft. Zur Relativität und Geltung soziologischer Forschung. Soziale Welt, Sonderband 3. Göttingen: Schwartz.","['wzb-bib-98299', 'iab-litdok-I860226F02', 'gesis-solis-00110723', 'gesis-bib-6207', 'ubk-opac-HL002451771']","Bonß, Wolfgang & Hartmann, Heinz (Hg.). (1985). Entzauberte Wissenschaft. Zur Relativität und Geltung soziologischer Forschung. Soziale Welt, Sonderband 3. Göttingen: Schwartz.",,,['(Hg.).'],"['Wolfgang', 'Heinz']",,['Göttingen:'],,['Schwartz.'],"['Entzauberte Wissenschaft. Zur Relativität und Geltung soziologischer Forschung. Soziale Welt, Sonderband']","['Bonß,', 'Hartmann,']",,['3.'],['(1985).']
two_69,"Castilla, E. J. (2005). Social networks and employee performance in a call center. American Journal of Sociology, 110, 1243-1283.","['csa-sa-200517432', 'gesis-bib-61883']","Castilla, E. J. (2005). Social networks and employee performance in a call center. American Journal of Sociology, 110, 1243-1283.",['Social networks and employee performance in a call center.'],,,['E. J.'],,,['1243-1283.'],,"['American Journal of Sociology,']","['Castilla,']",,"['110,']",['(2005).']
two_70,"Boden, M. (2006) Mind as Machine: a History of Cognitive Science. Oxford: Oxford University Press.",,"Boden, M. (2006) Mind as Machine: a History of Cognitive Science. Oxford: Oxford University Press.",['Mind as Machine: a History of Cognitive Science.'],,,['M.'],,['Oxford:'],,['Oxford University Press.'],,"['Boden,']",,,['(2006)']
two_71,"Lerch, F., Sydow, J., Huxham, C., & Hibbert, P. (2007, October). Leadership in clusters—A comparison of four photonics clusters.Paper presented at the 2007 Cluster Conference of The Competitiveness Institute (TCI), Portland, OR.",,"Lerch, F., Sydow, J., Huxham, C., & Hibbert, P. (2007, October). Leadership in clusters—A comparison of four photonics clusters.Paper presented at the 2007 Cluster Conference of The Competitiveness Institute (TCI), Portland, OR.","['October). Leadership in clusters—A comparison of four photonics clusters.Paper presented at the 2007 Cluster Conference of The Competitiveness Institute (TCI),']",,,"['F.,', 'J.,', 'C.,', 'P.']",,"['Portland, OR.']",,,,"['Lerch,', 'Sydow,', 'Huxham,', 'Hibbert,']",,,"['(2007,']"
two_72,"Ahima RS, Flier JS. Leptin. Annu Rev Physiol 2000;62:413–37.",,"Ahima RS, Flier JS. Leptin. Annu Rev Physiol 2000;62:413–37.",,"['Ahima RS, Flier JS. Leptin.']",,,,,,,['Annu Rev Physiol 2000;62:413–37.'],,,,
two_73,"Moulton, W. (1970) ‘Linguistics and Language Teaching in the United States, 1940–1960’, in C. Mohrmann et al. (eds) Trends in European and American Linguistics, 1930–1960, Edited on the Occasion of the Ninth International Congress of Linguists, Cambridge, Mass., 1962. Utrecht: Spectrum, pp. 82–109.",,"Moulton, W. (1970) ‘Linguistics and Language Teaching in the United States, 1940–1960’, in C. Mohrmann et al. (eds) Trends in European and American Linguistics, 1930–1960, Edited on the Occasion of the Ninth International Congress of Linguists, Cambridge, Mass., 1962. Utrecht: Spectrum, pp. 82–109.","['‘Linguistics and Language Teaching in the United States,']",['C. Mohrmann et al.'],"['in', '(eds)', 'Utrecht:', 'pp.']",['W.'],,"['Cambridge, Mass.,']",['82–109.'],,"['Trends in European and American Linguistics,', 'Edited on the Occasion of the Ninth International Congress of Linguists,', 'Spectrum,']","['Moulton,']",,,"['(1970)', '1940–1960’,', '1930–1960,', '1962.']"
two_74,"Alesina, Alberto, and David Dollar. 2000. “Who Gives Foreign Aid to Whom and Why? ” Journal of Economic Growth 5, no. 1: 33–63.",['springer-soj-197654533'],"Alesina, Alberto, and David Dollar. 2000. “Who Gives Foreign Aid to Whom and Why? ” Journal of Economic Growth 5, no. 1: 33–63.",['Gives Foreign Aid to Whom and Why?'],,"['“Who', 'no. 1:']",['and David'],,,['33–63.'],,['” Journal of Economic Growth'],"['Alesina, Alberto,', 'Dollar.']",,"['5,']",['2000.']
two_75,Simmons RW. Sensory organization determinants of postural stability in trained ballet dancers. Int J Neurosci. 2005;115(1):87-97.,['csa-pei-6820101'],Simmons RW. Sensory organization determinants of postural stability in trained ballet dancers. Int J Neurosci. 2005;115(1):87-97.,"['two_75,Simmons RW. Sensory organization determinants of postural stability in trained ballet dancers.']",,,,,['Int'],['2005;115(1):87-97'],['J Neurosci.'],,,,,
two_76,"Ciuni, U. (1996). Enthospitalisierung – die Sicht der Betroffenen. Unv. Diplomarbeit, Institut für Klinische Psychologie, Psychologische Diagnostik und Gemeindepsychologie, FU Berlin.",,"Ciuni, U. (1996). Enthospitalisierung – die Sicht der Betroffenen. Unv. Diplomarbeit, Institut für Klinische Psychologie, Psychologische Diagnostik und Gemeindepsychologie, FU Berlin.",['Enthospitalisierung – die Sicht der Betroffenen.'],,,['U.'],,,,,"['Unv. Diplomarbeit, Institut für Klinische Psychologie, Psychologische Diagnostik und Gemeindepsychologie, FU Berlin.']","['Ciuni,']",,,['(1996).']
two_77,"Popper, Karl R. (1974/1979). Ausgangspunkte. Meine intellektuelle Entwicklung. Hamburg: Hoffmann & Campe.",['ubk-opac-HL001354509'],"Popper, Karl R. (1974/1979). Ausgangspunkte. Meine intellektuelle Entwicklung. Hamburg: Hoffmann & Campe.",['Ausgangspunkte. Meine intellektuelle Entwicklung.'],,,['Karl R.'],,['Hamburg:'],,['Hoffmann  Campe.'],,"['Popper,']",,,['(1974/1979).']
two_78,"Bresnahan, T., Gambardella, A., & Saxenian, A. (2001). ‘Old economy’ inputs for ‘new economy’ outcomes: Cluster formation in the new Silicon Valleys. Industrial and Corporate Change, 10(4), 835-860.",,"Bresnahan, T., Gambardella, A., & Saxenian, A. (2001). ‘Old economy’ inputs for ‘new economy’ outcomes: Cluster formation in the new Silicon Valleys. Industrial and Corporate Change, 10(4), 835-860.",['‘Old economy’ inputs for ‘new economy’ outcomes: Cluster formation in the new Silicon Valleys.'],,,"['T.,', 'A.,', 'A.']",,,['835-860.'],,"['Industrial and Corporate Change,']","['Bresnahan,', 'Gambardella,', 'Saxenian,']",,"['10(4),']",['(2001).']
two_79,"Mey, Günter; Mruck, Katja & Spohr, Birgit (1992). Jugendarbeitslosigkeit und lokale Identität Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 1/92.",,"Mey, Günter; Mruck, Katja & Spohr, Birgit (1992). Jugendarbeitslosigkeit und lokale Identität Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 1/92.","['Jugendarbeitslosigkeit und lokale Identität Forschungsberichte aus dem Institut für Psychologie der TU Berlin,']",,,"['Günter;', 'Katja', 'Birgit']",,,['1/92.'],,,"['Mey,', 'Mruck,', 'Spohr,']",,,['(1992).']
two_80,"Sutton S, Wardle J, Taylor T, et al. Predictors of attendance in the United Kingdom flexible sigmoidoscopy screening trial. J Med Screen 2000; 7: 99-104.",,"Sutton S, Wardle J, Taylor T, et al. Predictors of attendance in the United Kingdom flexible sigmoidoscopy screening trial. J Med Screen 2000; 7: 99-104.",['et al. Predictors of attendance in the United Kingdom flexible sigmoidoscopy screening trial.'],,,"['Sutton', 'J,', 'T,']",,,['99-104.'],,['J Med Screen 2000;'],"['S, Wardle', 'Taylor']",,['7:'],
two_81,"?National Health and Medical Research Council. The prevention, early detection and management of colorectal cancer. Canberra: NHMRC, 1999.",,"?National Health and Medical Research Council. The prevention, early detection and management of colorectal cancer. Canberra: NHMRC, 1999.","['?National Health and Medical Research Council. The prevention, early detection and management of colorectal cancer.']",,,,,"['Canberra: NHMRC, 1999.']",,,,,,,
two_82,"Delanty, G. (1997) ‘Models of citizenship: defining European identity and citizenship’, Citizenship Studies 1(3): 285–303.","['csa-ps-199901049', 'csa-sa-9904692']","Delanty, G. (1997) ‘Models of citizenship: defining European identity and citizenship’, Citizenship Studies 1(3): 285–303.","['‘Models of citizenship: defining European identity and citizenship’,']",,,['G.'],,,['285–303.'],,['Citizenship Studies'],"['Delanty,']",,['1(3):'],['(1997)']
two_83,"Harper, H. (2000b). “There is no way to prepare for this”: Teaching in First Nations schools in northern Ontario—Issues and concerns. Canadian Journal of Native Education, 24, 144-157.",,"Harper, H. (2000b). “There is no way to prepare for this”: Teaching in First Nations schools in northern Ontario—Issues and concerns. Canadian Journal of Native Education, 24, 144-157.",['“There is no way to prepare for this”: Teaching in First Nations schools in northern Ontario—Issues and concerns.'],,,['H.'],,,['144-157.'],,"['Canadian Journal of Native Education,']","['Harper,']",,"['24,']",['(2000b).']
two_84,"Pimenta, C. A. M. (2000) ‘Violência entre torcidas organizadas de futebol’, São Paulo em Perspectiva 14(2): 122–8.",,"Pimenta, C. A. M. (2000) ‘Violência entre torcidas organizadas de futebol’, São Paulo em Perspectiva 14(2): 122–8.","['‘Violência entre torcidas organizadas de futebol’,']",,,['C. A. M.'],,,['122–8.'],,['São Paulo em Perspectiva'],"['Pimenta,']",,['14(2):'],['(2000)']
two_85,"Simpson, C. (1994) Science of Coercion: Communication Research and Psychological Warfare 1945–1960. Oxford: Oxford University Press.",['ubk-opac-LY000193088'],"Simpson, C. (1994) Science of Coercion: Communication Research and Psychological Warfare 1945–1960. Oxford: Oxford University Press.",['Science of Coercion: Communication Research and Psychological Warfare 1945–1960.'],,,['C.'],,['Oxford:'],,['Oxford University Press.'],,"['Simpson,']",,,['(1994)']
two_86,"McLean SG, Huang X, Su A, Van Den Bogert AJ. Sagittal plane biomechanics cannot injure the ACL during sidestep cutting. Clin Biomech. 2004;19(8):828-838.",['csa-pei-6004847'],"McLean SG, Huang X, Su A, Van Den Bogert AJ. Sagittal plane biomechanics cannot injure the ACL during sidestep cutting. Clin Biomech. 2004;19(8):828-838.",['Den Bogert AJ. Sagittal plane biomechanics cannot injure the ACL during sidestep cutting. Clin Biomech.'],,,"['McLean', 'Huang', 'A,']",,,['2004;19(8):828-838.'],,,"['SG,', 'X, Su', 'Van']",,,
two_87,"Mey, Günter; Mruck, Katja & Spohr, Birgit (1992). Jugendarbeitslosigkeit und lokale Identität Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 1/92.",,"Mey, Günter; Mruck, Katja & Spohr, Birgit (1992). Jugendarbeitslosigkeit und lokale Identität Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 1/92.","['Jugendarbeitslosigkeit und lokale Identität Forschungsberichte aus dem Institut für Psychologie der TU Berlin,']",,,"['Günter;', 'Katja', 'Birgit']",,,['1/92.'],,,"['Mey,', 'Mruck,', 'Spohr,']",,,['(1992).']
two_88,Deloitte (2004). It’s 2008: Do you know where your talent is? Why acquisition and retention strategies don’t work. New York: Deloitte Development LLC.,,Deloitte (2004). It’s 2008: Do you know where your talent is? Why acquisition and retention strategies don’t work. New York: Deloitte Development LLC.,"['two_88,Deloitte (2004). It’s 2008: Do you know where your talent is? Why acquisition and retention strategies don’t work.']",,,,,['New York:'],,['Deloitte Development LLC'],,,,,
two_89,"Steppan CM, Bailey ST, Bhat S, Brown EJ, Banerjee RR, Wright CM, et al. The hormone resistin links obesity to diabetes. Nature 2001;409:307–12.",['csa-pei-14936993'],"Steppan CM, Bailey ST, Bhat S, Brown EJ, Banerjee RR, Wright CM, et al. The hormone resistin links obesity to diabetes. Nature 2001;409:307–12.","['CM, et al. The hormone resistin links obesity to diabetes.']",,,"['Steppan', 'Bailey', 'Bhat', 'Brown', 'Banerjee', 'Wright']",,['Nature'],,,,"['CM,', 'ST,', 'S,', 'EJ,', 'RR,']",,,['2001;409:307–12.']
two_90,"McGregor, D. (1960). The human side of enterprise. New York: McGraw-Hill.","['ubk-opac-LN002663236', 'csa-pais-1961-15199', 'fes-bib-83795']","McGregor, D. (1960). The human side of enterprise. New York: McGraw-Hill.",['The human side of enterprise.'],,,['D.'],,['New York:'],,['McGraw-Hill.'],,"['McGregor,']",,,['(1960).']
two_91,"Spaaij, R. (2008) ‘Men Like Us, Boys Like Them: Violence, Masculinity, and Collective Identity in Football Hooliganism’, Journal of Sport and Social Issues 32(4): 369–92.","['csa-sa-200902248', 'csa-pei-12858333']","Spaaij, R. (2008) ‘Men Like Us, Boys Like Them: Violence, Masculinity, and Collective Identity in Football Hooliganism’, Journal of Sport and Social Issues 32(4): 369–92.","['‘Men Like Us, Boys Like Them: Violence, Masculinity, and Collective Identity in Football Hooliganism’,']",,,['R.'],,,['369–92.'],,['Journal of Sport and Social Issues'],"['Spaaij,']",,['32(4):'],['(2008)']
two_92,"?Anderson, K. J., & Leaper, C. (1998). Meta-analysis of gender effects on conversational interruption: Who, what, when, where and how. Sex Roles, 39, 225-252.","['csa-sa-9916221', 'csa-assia-124301', 'springer-soj-197233376']","?Anderson, K. J., & Leaper, C. (1998). Meta-analysis of gender effects on conversational interruption: Who, what, when, where and how. Sex Roles, 39, 225-252.","['Meta-analysis of gender effects on conversational interruption: Who, what, when, where and how.']",,,"['K. J.,', 'C.']",,,['225-252.'],,"['Sex Roles,']","['?Anderson,', 'Leaper,']",,"['39,']",['(1998).']
